id0,id1,relationship,count
2741700639,2724886479,reply-to,1
148382170,2576957810,mentioned,2
2850012641,622090858,reply-to,1
18718701,2670222367,reply-to,32
2338020271,2320332542,reply-to,1
2981952153,2746283171,mentioned,1
1452813307,1062111559,mentioned,1
2924368089,2161314089,mentioned,1
873722743,535782808,reply-to,43
349322419,1908813554,reply-to,1
236606692,589341373,reply-to,3
2412209312,547172089,mentioned,1
1685756005,2529032093,reply-to,1
2604295345,1007075178,reply-to,2
3042749944,3040103930,mentioned,2
61650284,838205125,mentioned,4
3040872819,3019223763,mentioned,2
368437546,324549685,mentioned,11
2741700639,2764709561,reply-to,2
1630367371,1452325201,reply-to,1
2822765603,23834675,mentioned,4
552077836,546389187,reply-to,1
393887721,30015139,mentioned,5
32780064,484783355,mentioned,1
920231154,1062111559,mentioned,1
1561234734,622090858,reply-to,1
2273980452,2300746824,reply-to,1
857673764,1329931573,reply-to,1
44144329,897509594,reply-to,4
1334655692,2712826522,mentioned,1
580170650,2341284986,reply-to,2
1215250068,1429486316,reply-to,5
857853320,34449129,reply-to,1
767392836,411652759,mentioned,1
600657541,636549518,reply-to,1
281603033,116355157,reply-to,1
227392272,25311240,mentioned,6
30006753,158461099,reply-to,1
2916278961,2845921043,reply-to,2
1548066919,934874966,reply-to,2
2945569220,2658511304,mentioned,1
2442728341,3094173384,reply-to,2
2989857323,2981635974,reply-to,2
578381354,109235645,reply-to,2
1895875501,19387021,mentioned,1
2738989894,2416878060,reply-to,1
2686915602,1685756005,reply-to,3
2923933541,586575977,reply-to,1
224851512,713727168,mentioned,1
2205063006,1924393598,reply-to,1
1097079960,1239793981,reply-to,2
2625959752,1056168192,reply-to,1
414595495,589341373,reply-to,1
1109782843,2293663974,reply-to,1
2287704289,1087002326,mentioned,1
2807490858,2852262032,mentioned,1
2568352426,415845289,reply-to,2
366035924,448286628,reply-to,1
1965508399,34449129,mentioned,6
2507658785,2332669494,reply-to,2
589341373,386988166,reply-to,4
2986435885,2971393186,reply-to,1
23683895,2860208794,mentioned,7
320154349,1196447191,reply-to,1
25311240,158461099,mentioned,1
2814650182,2956901459,reply-to,2
2943363806,2548680692,reply-to,7
158461099,540668662,mentioned,2
1665579421,705553072,reply-to,9
1529213676,2153387948,mentioned,1
2942487587,2408674502,reply-to,1
540668662,21700435,mentioned,38
606139263,2224926456,reply-to,1
3035288194,2553364668,reply-to,2
269115236,831840926,mentioned,1
2362973683,2341284986,reply-to,1
2282763997,2793245421,reply-to,2
2253512471,1683668612,mentioned,1
496703327,572184258,reply-to,1
614879811,456439564,reply-to,4
920694018,1069395794,mentioned,1
600657541,1038962886,reply-to,2
2275237666,992698340,reply-to,1
3069545230,2450678771,reply-to,1
393887721,2457652208,mentioned,2
2987484604,2886575672,reply-to,1
2945300859,2743743819,reply-to,3
1924393598,2540314239,reply-to,2
508955433,230114030,reply-to,1
2176769392,2363008071,mentioned,1
2218388179,2925223485,reply-to,8
2358090388,2895013596,reply-to,2
2765573903,2549259533,mentioned,1
2865648505,2500778971,reply-to,1
15868533,2923933541,mentioned,1
1506877316,2893452378,reply-to,1
2541327975,2887983925,reply-to,1
496703327,866548200,reply-to,1
184478728,2967840015,reply-to,1
187718636,2856063795,reply-to,2
2398588146,411652759,mentioned,3
2874237391,2762402950,mentioned,1
740980944,587782443,reply-to,2
766942764,976849022,mentioned,1
2924368089,2907316207,reply-to,1
2463066784,2665492509,reply-to,1
2468190746,1423960525,mentioned,1
469936713,1598801928,reply-to,2
711452401,213037272,mentioned,1
3054095910,2654661861,reply-to,1
2493501393,2615278179,mentioned,1
2654661861,609947049,mentioned,1
832193689,2950225408,reply-to,2
1663234574,2439639138,reply-to,2
547172089,1264361810,reply-to,4
2998816236,2227097804,reply-to,2
2377692914,1442618282,reply-to,8
1699678674,809551405,reply-to,3
1850048894,2408674502,mentioned,1
2927394968,311112967,mentioned,1
916499382,1341525272,reply-to,1
540668662,823776600,reply-to,1
3045380097,1020617971,mentioned,1
587900974,253008760,mentioned,1
204346522,516728592,mentioned,1
2314033626,28491592,reply-to,1
1270617889,1110411396,reply-to,1
1021243860,568065437,reply-to,1
2661016089,2603075740,reply-to,3
3058250698,873722743,reply-to,1
132050636,1266052891,mentioned,2
21700435,38001218,mentioned,17
1368602598,873722743,reply-to,13
2967840015,2908593735,reply-to,5
2847144125,2982959775,reply-to,13
3048696941,1087002326,reply-to,3
2856199634,2879920904,reply-to,1
128321908,36607082,mentioned,22
19730434,25311240,mentioned,1
767392836,23683895,mentioned,14
1692004315,2747144492,reply-to,1
1050443076,2866312337,mentioned,3
1260418842,1321252634,reply-to,2
1099439623,464521457,reply-to,1
811213729,2887983925,mentioned,1
2506739736,619577202,reply-to,6
1313646014,873722743,reply-to,1
2985532282,1626000211,reply-to,1
479611872,366035924,reply-to,3
2892511407,2981635974,mentioned,4
410431832,368539204,reply-to,1
1921266456,865075694,reply-to,5
445006581,2760785112,reply-to,18
395925411,589341373,reply-to,3
182674933,2987169382,reply-to,10
2815541726,2860208794,mentioned,1
482095157,393887721,reply-to,3
2892511407,1547877469,mentioned,7
1692004315,1220363912,reply-to,1
499044124,486073610,mentioned,1
211012246,2937823517,reply-to,1
320950424,1455598650,reply-to,6
7775542,1061561653,reply-to,9
2856063795,3015908311,reply-to,3
410848362,38076933,mentioned,3
2529126201,2904020714,reply-to,1
2439639138,1341525272,mentioned,1
2950225408,2725103458,reply-to,1
1487362622,135209978,reply-to,1
2936658405,2465830805,reply-to,15
1177558927,1332276794,reply-to,3
2566146384,2795807813,reply-to,3
2915944173,2457471739,reply-to,1
926448806,556961842,reply-to,1
1649415374,3014145779,mentioned,1
2176769392,2989291950,mentioned,1
2222596247,3014290671,reply-to,1
34449129,204346522,mentioned,2
2366597018,3056452432,reply-to,4
2788564831,2364855890,reply-to,2
1470368916,457706466,reply-to,6
2856199634,1090278656,reply-to,1
1547877469,2308781041,mentioned,1
2556936956,25311240,mentioned,2
2550962437,1685756005,reply-to,2
1090408218,1225239619,reply-to,3
1416454134,1429486316,reply-to,1
7775542,2732080837,reply-to,1
1268428160,38076933,mentioned,1
2937775596,1197339265,mentioned,1
2904020714,3081161019,reply-to,2
2971721831,2615278179,reply-to,1
2981614130,2961453587,reply-to,1
2828967314,138663266,reply-to,2
499002616,1140918398,mentioned,1
602112899,1036114669,reply-to,1
899052614,946875966,reply-to,4
418719818,2876814431,mentioned,1
19862538,2942487587,reply-to,1
2417923802,622090858,mentioned,1
2416453640,1442618282,reply-to,2
1699678674,961852904,reply-to,1
1921511406,1529213676,reply-to,1
1544690618,1087002326,mentioned,1
547172089,3025464477,mentioned,4
1483582435,2853754570,mentioned,1
1852869698,2923393622,mentioned,2
976849022,2362477976,reply-to,2
2932106874,21700435,reply-to,1
213037272,1061561653,mentioned,1
2684238870,1395050252,reply-to,1
48304438,129644027,reply-to,1
815690828,38001218,mentioned,1
1529213676,2849159301,reply-to,1
2258733919,1217286588,mentioned,1
2313526938,2300746824,reply-to,2
1782064098,2631434421,reply-to,1
69970162,1222881480,mentioned,1
2861617391,484783355,reply-to,1
88696740,71042562,mentioned,1
368539204,2377617583,reply-to,1
2273980452,2793245421,reply-to,1
2971393186,2959146586,reply-to,2
2596216613,1087002326,mentioned,1
1106979248,1216171603,reply-to,2
22275527,1075421527,mentioned,7
1295961612,2972019405,reply-to,2
2769508222,3033499952,reply-to,1
2860922118,2438147206,reply-to,4
2163234371,1727080466,reply-to,1
1203041946,545376677,reply-to,1
2807490858,3005288667,reply-to,34
368539204,1129358006,reply-to,1
2746904423,2377692914,reply-to,4
2783333595,2463527912,mentioned,1
22275527,211957547,mentioned,5
2556936956,1075421527,reply-to,4
2786430847,535782808,mentioned,1
2847051356,1954606015,reply-to,6
1087002326,2933804633,reply-to,1
593681140,122620304,reply-to,3
17694567,38076933,mentioned,1
1562508127,2364855890,mentioned,1
2983027897,1620187610,reply-to,1
2705435149,2853754570,mentioned,1
2890481691,1620008569,reply-to,3
920231154,1734176052,reply-to,2
204346522,38076933,reply-to,1
2615278179,1413761539,reply-to,22
2324353219,438551314,reply-to,3
349322419,2782470592,mentioned,6
2916278961,182674933,reply-to,4
1405586342,1483725696,reply-to,2
25311240,2408674502,reply-to,1
1897550438,2615278179,reply-to,1
2887997433,2412209312,reply-to,1
589341373,2477228716,mentioned,1
934874966,401670506,reply-to,2
2377692914,2746283171,reply-to,1
1222881480,411652759,mentioned,5
1611364122,2260762889,mentioned,5
2358090388,1197339265,reply-to,3
2746905999,2856199634,mentioned,1
2987744464,2956901459,reply-to,2
2839446221,2956901459,reply-to,3
2982283659,3005288667,reply-to,1
236606692,873722743,mentioned,1
2353386604,547172089,reply-to,5
1109782843,2768345009,reply-to,1
2719198433,2910308671,reply-to,1
349458048,14221588,mentioned,2
3025477798,182674933,reply-to,25
2784975787,368539204,reply-to,5
204346522,2860208794,reply-to,1
2832384698,2355655372,reply-to,1
1506877316,2977677568,mentioned,2
2763281998,2943503850,reply-to,1
61650284,16192111,mentioned,12
1485514836,1729378902,reply-to,1
2917055323,2606885751,reply-to,1
1467399132,1368602598,reply-to,2
2161314089,2807490858,mentioned,2
1410931411,2922425555,reply-to,2
2566146384,2981914066,reply-to,1
415331569,28805729,mentioned,1
2783333595,831840926,mentioned,1
2747144492,2899404227,reply-to,4
3000899473,2981614130,reply-to,1
2923933541,586575977,mentioned,8
3048106387,244939585,reply-to,1
17694567,1061561653,mentioned,1
27542520,540668662,mentioned,1
2999589333,395925411,reply-to,1
2440076084,2390420994,mentioned,1
1682421781,1337194476,mentioned,1
173955306,436810517,reply-to,1
2410880032,2649031446,reply-to,2
482095157,28491592,mentioned,5
2982732915,2966228541,reply-to,1
2950649146,2973701782,reply-to,1
465746250,415845289,reply-to,4
3000899473,2945569220,mentioned,1
437206960,2995460831,mentioned,1
52322011,2548897788,reply-to,1
502603027,24180105,mentioned,1
766669082,222216222,reply-to,5
1674516554,1297290402,mentioned,2
3007047730,2522946086,reply-to,1
1963113289,1973107178,reply-to,31
143595558,1963113289,mentioned,1
2765119292,2680674001,reply-to,1
907045382,866548200,reply-to,1
901899878,2932106874,mentioned,1
2975765075,831840926,mentioned,13
464521457,831819066,reply-to,2
2942487587,71662669,mentioned,3
18961764,2576957810,mentioned,1
2204702852,521973333,mentioned,1
535436903,2970923751,reply-to,6
247833332,19387021,reply-to,54
2366597018,2413179710,mentioned,1
1374371856,961347372,mentioned,1
2214370056,2605322413,reply-to,2
1075421527,123649804,mentioned,2
2556936956,282714070,mentioned,6
995320604,873722743,reply-to,1
213037272,349322419,reply-to,1
572103841,19730434,mentioned,2
2856063795,777200318,reply-to,1
2425988252,925906249,reply-to,2
2387272225,38001218,mentioned,6
1499403746,1337194476,mentioned,1
394915376,1117334162,reply-to,2
2572335036,3025464477,mentioned,1
324549685,393887721,reply-to,1
22275527,48304438,mentioned,2
2313235804,2728694724,reply-to,1
915668126,873722743,reply-to,6
128321908,572103841,reply-to,3
2784961566,3010670810,reply-to,1
1727976336,2273120012,reply-to,1
2782470592,46559471,mentioned,6
3087313988,2606885751,reply-to,1
23683895,25311240,mentioned,11
2296236360,760394310,reply-to,7
91373188,148382170,reply-to,1
2840709202,115117283,mentioned,5
213037272,883308811,reply-to,1
2786424729,863377075,reply-to,3
1135099730,933327782,reply-to,1
1032158988,866548200,reply-to,1
2886393587,873722743,reply-to,1
947855413,535436903,mentioned,1
2507658785,1506877316,mentioned,1
785968226,1611931081,reply-to,5
2982283659,1007075178,reply-to,1
731105472,2692270756,reply-to,1
2746690511,622090858,mentioned,1
2929642199,2169257565,reply-to,3
30015139,572103841,mentioned,15
2522760990,2558487041,reply-to,1
2439060728,529099479,mentioned,1
282714070,128321908,mentioned,4
2170847762,946875966,mentioned,1
93902064,1643977741,mentioned,1
2273120012,2891161095,reply-to,1
2273120012,2509044487,reply-to,1
2515416862,740050238,reply-to,2
1447008774,2564279666,mentioned,1
17021806,540352841,mentioned,7
2746905999,2355655372,reply-to,4
232444717,158461099,mentioned,1
2847051356,3006279699,reply-to,1
1733116850,1630367371,mentioned,1
2296236360,2395111018,mentioned,1
2746904423,2413179710,mentioned,1
2853754570,2450069605,reply-to,2
1321252634,1260418842,reply-to,3
708088992,581260530,reply-to,1
2872752779,1971622664,reply-to,2
2860208794,2939886686,mentioned,3
922341182,3108482842,reply-to,2
2874237391,549217987,mentioned,1
608751123,1687476871,mentioned,3
2775756486,3025464477,mentioned,12
2495608604,1586355018,reply-to,1
2799400473,2889466734,reply-to,1
2690163984,2733576793,mentioned,1
1170075235,479250666,reply-to,1
2945865628,2413179710,reply-to,7
28491592,2576957810,mentioned,2
462483794,64814859,mentioned,2
1895875501,2355655372,reply-to,20
128321908,2819604112,mentioned,1
2902992522,3048364917,reply-to,3
563998926,1060558130,reply-to,16
2556153951,1685756005,reply-to,2
2355323753,429191811,mentioned,1
2548897788,24959879,mentioned,3
43298017,606872070,reply-to,2
2641884589,2606885751,reply-to,1
2865797870,3127659851,mentioned,1
1060558130,1337194476,mentioned,1
2921222518,2845225180,reply-to,1
2800930941,852369529,mentioned,1
3014145779,2493501393,reply-to,3
1317551240,1032964736,mentioned,1
2261054200,831819066,reply-to,3
708088992,2396852748,mentioned,1
3094173384,3070665718,reply-to,1
1612762249,2725103458,reply-to,3
540668662,7775542,mentioned,3
1170075235,569555883,reply-to,1
591670905,2377692914,mentioned,1
39414741,38001218,reply-to,1
2945865628,2967219952,reply-to,1
580170650,428221134,reply-to,1
2248459323,884690821,reply-to,1
3098003831,3088190841,reply-to,2
337979880,325175035,reply-to,62
19387021,928429238,mentioned,1
3075609616,2355655372,reply-to,1
349322419,3045380097,mentioned,2
16857836,2937715124,mentioned,8
48304438,572103841,mentioned,2
572184258,587782443,reply-to,1
2374352016,445006581,reply-to,1
2867785556,1313646014,mentioned,1
2973311183,2754672875,mentioned,2
1234881792,1572006127,reply-to,2
31216084,20741388,reply-to,3
2885555469,2543630830,mentioned,1
361242300,1005019958,reply-to,5
893823422,368539204,reply-to,1
2990367667,2615278179,reply-to,3
1109782843,1197339265,reply-to,3
1541211558,2390420994,mentioned,1
705516070,535782808,reply-to,3
2871787100,2726964856,reply-to,1
855791893,3044144277,mentioned,10
1853083740,1087002326,mentioned,1
1612762249,2355655372,mentioned,1
518335800,338426302,reply-to,1
983400091,561248539,mentioned,3
2631755571,2701165350,reply-to,2
2880128194,2908293855,reply-to,1
2752197573,1429486316,reply-to,5
2746976080,2220028958,reply-to,2
2741700639,2971393186,reply-to,9
2784961566,2826296301,reply-to,2
2166702318,3079566425,mentioned,1
1626000211,115117283,reply-to,1
2550962437,915668126,reply-to,2
2224926456,1685756005,reply-to,1
122463378,499002616,reply-to,2
2293663974,253008760,reply-to,1
593681140,122620304,mentioned,2
393887721,1487362622,mentioned,1
582163782,580170650,mentioned,2
20741388,25311240,reply-to,1
1925480035,1217286588,reply-to,1
2913204921,3111952012,reply-to,3
2175109904,622090858,reply-to,1
22494382,1187119110,mentioned,1
1152496548,622090858,reply-to,2
1521629156,469924560,reply-to,2
883308811,3005683907,mentioned,1
1075981693,2962664406,mentioned,1
2788116489,1337194476,mentioned,1
2546461995,1692004315,mentioned,1
1140918398,91373188,mentioned,1
3025618571,2992399630,mentioned,1
2686929092,2847144125,reply-to,1
619577202,2550962437,reply-to,1
2888167623,2743225625,reply-to,1
481456137,589341373,reply-to,8
580032001,102029866,reply-to,1
2957466316,2558487041,reply-to,3
2478224016,2390420994,mentioned,1
204346522,124215190,mentioned,1
232444717,129644027,mentioned,1
3080447771,3063349663,mentioned,11
2390449620,2649031446,mentioned,1
2710325050,1005019958,mentioned,1
559981785,2220676963,reply-to,1
883308811,21275515,reply-to,1
2439060728,30015139,reply-to,1
2888892983,2924870174,reply-to,1
213031586,552077836,reply-to,4
1885567122,1222881480,mentioned,1
2972257156,2986495696,reply-to,1
2548897788,188835953,mentioned,1
78091695,343936913,reply-to,7
3025633421,1598801928,reply-to,2
129644027,2828967314,reply-to,1
2705747102,2611234258,mentioned,1
628885051,728354640,reply-to,2
149910763,2435585468,mentioned,1
832193689,609947049,mentioned,2
2747144492,1062111559,mentioned,1
368437546,873609025,mentioned,1
493752569,518335800,reply-to,5
2523733057,21395879,mentioned,1
2838083302,1734176052,reply-to,15
2585548911,3087589047,reply-to,2
27649141,1222881480,reply-to,1
1692004315,2214937235,reply-to,1
278255947,777200318,reply-to,1
69970162,2195107466,mentioned,1
928930566,2631755571,reply-to,8
774040921,2694082282,mentioned,1
1330118180,837465980,reply-to,1
2782470592,38001218,mentioned,11
528104233,2739635613,mentioned,1
469936713,136034513,mentioned,1
1092937046,102029866,reply-to,5
2992082472,928930566,reply-to,1
2299077498,873722743,reply-to,2
1727976336,597104420,reply-to,2
828396511,884690821,reply-to,1
376275278,148382170,mentioned,1
2942905060,287728950,reply-to,1
2657309905,2853754570,mentioned,1
386988166,569555883,mentioned,9
847802946,2236894284,mentioned,2
1109782843,1413761539,reply-to,3
1685756005,2866312337,reply-to,6
2786430847,2273324692,reply-to,3
2879884035,2712314062,reply-to,3
222216222,2602736065,reply-to,1
496703327,589341373,reply-to,9
2698060667,2741194745,reply-to,1
1544122183,1413761539,reply-to,1
138663266,1075421527,reply-to,2
2731386749,1413761539,reply-to,1
52322011,2553052320,reply-to,2
344115535,129644027,mentioned,6
2916763553,2220676963,mentioned,1
2303806101,547172089,reply-to,7
2379113351,455569571,mentioned,1
3056459301,2793947713,reply-to,3
393887721,7775542,mentioned,1
2782470592,2561416575,reply-to,8
19730434,21700435,reply-to,2
2568352426,2390131454,reply-to,1
2211011073,19741778,mentioned,2
2754672875,1460771370,reply-to,1
862154029,922341182,reply-to,1
89330165,868072441,mentioned,31
145382385,14221588,mentioned,2
69970162,482095157,mentioned,3
3042749944,182674933,reply-to,1
2834655855,2377692914,reply-to,1
2945391127,2553364668,reply-to,4
1060558130,2847144125,reply-to,9
895860206,1663234574,reply-to,12
740050238,386988166,reply-to,1
2254600782,2788275124,mentioned,1
2957095316,2754672875,reply-to,9
349458048,38001218,mentioned,2
138663266,38001218,reply-to,1
2973311183,2961453587,reply-to,9
2692227212,2439204830,reply-to,1
2439639138,366035924,reply-to,1
356877952,2537301575,reply-to,5
580170650,626680694,reply-to,2
1571736818,2540314239,reply-to,1
2731386749,1619379512,reply-to,2
2881928495,2921222518,reply-to,1
2275237666,2852262032,reply-to,2
633397260,884690821,reply-to,1
2602736065,2569486099,reply-to,1
1734176052,2945300859,reply-to,1
393887721,2553052320,reply-to,2
137979313,484783355,reply-to,11
2235438835,1490566874,mentioned,2
2400577441,2290579451,reply-to,2
73203781,15868533,mentioned,1
2994098413,2569486099,mentioned,6
436555284,19862538,reply-to,4
1329931573,2569486099,reply-to,1
764262036,878756952,mentioned,1
3110395858,1087002326,reply-to,1
2353280685,1395050252,reply-to,5
1598801928,2355655372,reply-to,2
149910763,38001218,mentioned,4
994443547,554149794,reply-to,1
1965508399,1908813554,mentioned,2
2604295345,2793245421,reply-to,1
948719917,619577202,reply-to,2
2957904975,2903091233,reply-to,4
1105600160,559981785,reply-to,1
2556936956,38001218,reply-to,5
31706187,34449129,reply-to,1
937718629,848477466,reply-to,1
1393378628,2320332542,reply-to,4
2246442263,977560339,mentioned,2
2724886479,2649031446,mentioned,1
1406309394,2520738704,reply-to,1
2211011073,823776600,mentioned,1
78091695,20741388,mentioned,27
1541250805,569555883,reply-to,1
60366403,38076933,reply-to,2
2942905060,1087002326,reply-to,1
1333661174,1379034313,reply-to,2
489912723,977560339,reply-to,1
2747144492,2815396496,reply-to,1
2290182531,1337194476,mentioned,1
2670222367,14221588,mentioned,7
2523733057,27542520,mentioned,1
438551314,2654747130,reply-to,3
2903618757,1110321746,reply-to,2
933134821,781504950,mentioned,2
37986181,21395879,mentioned,1
2923933541,2408674502,reply-to,6
2398588146,195805881,reply-to,1
2353280685,535436903,reply-to,8
1892186394,69549218,reply-to,1
27649141,233068578,reply-to,1
900569918,1607598080,reply-to,2
636119841,393887721,mentioned,1
2419541310,368539204,reply-to,1
1329931573,182674933,reply-to,3
2807490858,2811891904,mentioned,1
1592440356,2179035822,reply-to,1
1032964736,2416878060,reply-to,6
884690821,1685756005,reply-to,4
1632395467,1087002326,reply-to,1
14221588,213037272,mentioned,1
2873231799,2812143263,reply-to,1
628885051,848477466,reply-to,2
3070665718,2908593735,mentioned,2
2915296484,1431886142,reply-to,1
2314033626,462483794,mentioned,2
544190354,539887811,mentioned,1
2646956742,2654747130,reply-to,1
540668662,2314033626,mentioned,3
2793947713,2997558943,reply-to,1
2982283659,3042749944,reply-to,7
2193489145,1347633547,reply-to,3
2574789933,2921983029,mentioned,1
2815541726,91373188,mentioned,1
2253512471,547172089,reply-to,1
2815541726,2548897788,reply-to,2
2782470592,349458048,mentioned,1
1973107178,3060325073,reply-to,6
1685756005,2362477976,reply-to,2
3092569571,2973701782,reply-to,4
1965626888,2355655372,reply-to,30
52055326,572103841,mentioned,1
61284575,2956349634,reply-to,1
1217755970,2584872850,mentioned,1
2760785112,2865648505,reply-to,2
2203050737,2261054200,reply-to,1
1895455093,2893452378,reply-to,1
2493501393,2847144125,reply-to,1
2999462383,2712111883,mentioned,1
21395879,129644027,mentioned,2
204346522,2815541726,mentioned,2
2468190746,2366597018,mentioned,1
569365427,893823422,reply-to,1
3025633421,1973107178,reply-to,7
2966228541,2413179710,reply-to,7
2341578158,1032964736,reply-to,3
922341182,3110395858,mentioned,1
1250809069,1295965406,reply-to,2
3081161019,2254600782,reply-to,2
540535608,479034909,reply-to,1
48304438,636119841,mentioned,1
2674092992,2649031446,mentioned,1
324466317,325175035,reply-to,1
1258836690,2982240712,mentioned,1
1940124240,2284385271,reply-to,2
3027488429,790107296,mentioned,1
2923912150,2355655372,reply-to,1
38076933,2918936502,reply-to,1
2887983925,2662050363,reply-to,1
2435585468,158461099,mentioned,6
1284096710,1039856160,reply-to,1
1375664096,2982959775,reply-to,1
2881928495,2904824966,reply-to,2
1374371856,2705435149,reply-to,3
2845225180,3038360682,reply-to,4
1234881792,777200318,reply-to,1
2916979844,622090858,reply-to,1
1708267536,2842004310,reply-to,1
540668662,128321908,mentioned,2
52055326,2576957810,mentioned,1
2784484748,920231154,reply-to,1
3005288667,2615278179,reply-to,22
2166702318,2336580843,reply-to,1
935703188,2982240712,mentioned,1
1592440356,2250821532,reply-to,12
2690892266,2569486099,reply-to,1
1196447191,211957547,reply-to,15
3115715562,3124489851,reply-to,2
2956331206,2950225408,reply-to,1
1656258320,3039444610,reply-to,1
2898867599,609947049,mentioned,1
3000338022,2945865628,reply-to,4
2182259392,873722743,reply-to,3
2645545330,2771846357,reply-to,1
324549685,1061561653,mentioned,1
1782064098,2688118661,mentioned,1
2507658785,1963113289,mentioned,1
1620469022,2355655372,reply-to,3
2885307757,2355655372,reply-to,1
2865761030,2989291950,reply-to,4
1674516554,1598741904,reply-to,1
2398588146,38076933,reply-to,5
2462565707,1692004315,reply-to,1
31216084,126710614,mentioned,20
432974514,21700435,mentioned,1
1021309363,2441600063,reply-to,1
1490566874,17694567,mentioned,1
213037272,1490566874,reply-to,1
3069120335,1315694803,reply-to,1
2942487587,777040297,mentioned,5
368539204,2650839070,reply-to,1
7775542,1222881480,reply-to,1
2937151552,2362477976,reply-to,1
1561234734,2756662102,reply-to,1
2865199754,1607598080,reply-to,1
446903038,579980763,mentioned,3
2747144492,946875966,reply-to,2
916499382,622090858,reply-to,1
2888167623,2939104077,reply-to,4
1410931411,2355655372,reply-to,1
2860208794,2561416575,reply-to,2
2870611261,1937571937,reply-to,1
2710325050,2566146384,mentioned,1
2942487587,232444717,mentioned,4
3060125786,1223476910,mentioned,1
3041296181,2355655372,reply-to,1
2788275124,3070520465,reply-to,8
2558487041,2220028958,reply-to,1
2556782974,1032964736,mentioned,1
2937715124,2387272225,mentioned,1
1656258320,3070665718,reply-to,1
1339966248,1524458455,reply-to,2
448414088,1413761539,reply-to,1
2856199634,2820866248,reply-to,4
3041752617,2953825694,reply-to,1
994443547,2550962437,reply-to,1
80085403,244237521,mentioned,1
2818668985,89330165,mentioned,1
462483794,14221588,mentioned,3
47304781,3088859006,mentioned,4
781504950,1460771370,reply-to,2
2576957810,1140918398,mentioned,2
2214937235,622090858,reply-to,4
22275527,14375658,mentioned,1
2507658785,1686971364,reply-to,2
928930566,2992082472,reply-to,1
2649031446,3048364917,reply-to,7
2537301575,946875966,reply-to,1
2641062305,2874237391,reply-to,1
2967219952,2904020714,reply-to,5
88696740,101077268,reply-to,4
1062111559,1551453048,reply-to,4
1908813554,158461099,mentioned,3
2839446221,2953825694,mentioned,2
1423960525,549217987,mentioned,2
31706187,2556936956,reply-to,7
622090858,3123924813,reply-to,2
2235438835,14221588,mentioned,2
2450069605,3026899258,reply-to,1
1541250805,2310602817,reply-to,1
709755568,884690821,reply-to,3
2564777035,2842004310,reply-to,1
3041296181,2924870174,reply-to,1
1411151478,1506877316,mentioned,1
2865761030,2615278179,mentioned,4
462483794,393887721,mentioned,2
1592440356,368539204,reply-to,2
230114030,508955433,reply-to,2
2997865690,2606885751,reply-to,2
2962307991,2543630830,reply-to,2
27649141,185017873,mentioned,2
2220028958,1035886063,reply-to,1
2904020714,1413761539,reply-to,1
2945391127,2888167623,reply-to,1
2973766671,2984120243,reply-to,4
28805729,38076933,mentioned,12
2578267673,2643996897,reply-to,2
2250861852,2314033626,mentioned,1
2263277981,1598741904,reply-to,1
1493702257,123649804,reply-to,1
327089688,271128440,mentioned,2
222216222,2511294720,mentioned,1
1703199847,863377075,reply-to,2
604528167,1656258320,mentioned,1
3000338022,2951925615,reply-to,1
2419541310,873722743,reply-to,1
582163782,418719818,reply-to,1
2962977808,1022308538,reply-to,1
1597450388,1656258320,reply-to,1
388209172,401670506,reply-to,10
3008483010,3007047730,reply-to,1
2860208794,2999462383,reply-to,1
185049864,236258159,reply-to,1
3001638483,2998150961,reply-to,2
2543739436,2619345784,reply-to,1
2829637638,2163234371,reply-to,4
348338919,415845289,reply-to,1
1046235289,609947049,reply-to,8
222216222,2273120012,reply-to,1
3039189458,2260762889,reply-to,2
2957466316,2454699672,reply-to,1
2715354959,2522738775,reply-to,2
2864529060,2811891904,mentioned,2
2211011073,61650284,mentioned,10
2650839070,2611234258,reply-to,6
28805729,344115535,mentioned,1
1205429120,115117283,mentioned,4
2909646731,2957466316,reply-to,1
90949762,1061561653,reply-to,5
1894808334,2495608604,reply-to,1
1226633288,1093113722,mentioned,3
90949762,2920570311,reply-to,3
1170075235,1406309394,reply-to,5
3025789584,2169257565,reply-to,2
16394061,47304781,mentioned,4
1140918398,185017873,mentioned,6
636549518,723389497,reply-to,5
544226942,2265058604,mentioned,1
1568674100,19387021,reply-to,2
2710325050,597104420,reply-to,1
215598722,1656258320,reply-to,1
2254676649,1692004315,mentioned,1
2984682102,832193689,mentioned,1
2365779632,873722743,reply-to,9
2719210637,2944896735,mentioned,2
158578564,450031659,reply-to,1
438551314,2879027553,reply-to,6
2175109904,2924368089,reply-to,2
2343437205,2300746824,mentioned,1
2725746562,2987169382,mentioned,1
2396852748,1075981693,mentioned,1
2615278179,1954606015,reply-to,3
219326020,21395879,reply-to,2
28491592,368437546,reply-to,1
430127541,569555883,mentioned,3
213037272,38001218,mentioned,50
2741700639,3058250698,reply-to,4
2398588146,763256432,mentioned,1
2211011073,3045380097,mentioned,69
2627959595,545376677,mentioned,1
2731386749,1727080466,reply-to,1
2584657217,2540314239,reply-to,12
1085640698,977560339,reply-to,3
1161436837,366035924,reply-to,1
400120758,385868753,mentioned,2
2354089069,2355655372,mentioned,4
415331569,2755886809,mentioned,2
540668662,3045380097,mentioned,8
410431832,924719946,reply-to,1
3037555714,2355655372,reply-to,7
2876305923,2743531980,mentioned,1
