user,follower,type,scraped_at
2339764822,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
2417287533,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
2281640454,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
777200318,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
2424237723,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
1918910587,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
2421656945,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
2410638801,2361727320,0,Mon Jan 18 11:43:45 +0000 2016
2383643075,2361727320,0,Mon Jan 18 11:43:46 +0000 2016
388353254,2361727320,0,Mon Jan 18 11:43:46 +0000 2016
1120980493,2361727320,0,Mon Jan 18 11:43:46 +0000 2016
2384124699,2361727320,0,Mon Jan 18 11:43:46 +0000 2016
2394643253,2361727320,0,Mon Jan 18 11:43:46 +0000 2016
414595495,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
1264361810,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
2198974326,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
2323022100,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
790889654,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
735873264,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
2339533922,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
2337413886,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
486073610,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
1891959972,2361727320,0,Mon Jan 18 11:43:48 +0000 2016
2360027234,2361727320,0,Mon Jan 18 11:43:49 +0000 2016
2317954604,2361727320,0,Mon Jan 18 11:43:49 +0000 2016
996552967,2361727320,0,Mon Jan 18 11:43:49 +0000 2016
2306661141,2361727320,0,Mon Jan 18 11:43:49 +0000 2016
2294388906,2361727320,0,Mon Jan 18 11:43:49 +0000 2016
840907788,2361727320,0,Mon Jan 18 11:43:50 +0000 2016
2300746824,2361727320,0,Mon Jan 18 11:43:50 +0000 2016
251831017,2361727320,0,Mon Jan 18 11:43:50 +0000 2016
386988166,2361727320,0,Mon Jan 18 11:43:50 +0000 2016
2324353219,2361727320,0,Mon Jan 18 11:43:50 +0000 2016
2363222054,2361727320,0,Mon Jan 18 11:43:50 +0000 2016
2323301034,2361727320,0,Mon Jan 18 11:43:51 +0000 2016
